Unit Price,Customer ID,Customer Name,Customer Segment,Product Category,Product Sub-Category,Product Name,City,Order Weekday,Weekday helper,Profit,Quantity ordered new,Sales,Order ID,Order returned,Order Date
32.68,6,Customer_6,Small Business,Furniture,Chairs & Chairmats,Chairs & Chairmats Product 54,Bratislava,Monday,1,1205.6,5,161.47,95696,True,2017-08-14
47.83,16,Customer_16,Corporate,Office Supplies,Envelopes,Envelopes Product 25,Košice,Thursday,4,-150.82,15,711.35,81275,False,2015-09-10
198.89,3,Customer_3,Corporate,Furniture,Office Furnishings,Office Furnishings Product 56,Žilina,Saturday,6,371.54,3,587.2,95736,True,2018-07-07
376.61,13,Customer_13,Corporate,Technology,Office Machines,Office Machines Product 13,Košice,Wednesday,3,-155.78,19,7164.96,95124,False,2015-10-07
311.63,50,Customer_50,Corporate,Furniture,Office Furnishings,Office Furnishings Product 69,Bratislava,Monday,1,1577.57,6,1879.32,91130,False,2016-08-29
496.02,50,Customer_50,Small Business,Office Supplies,Pens & Art Supplies,Pens & Art Supplies Product 40,Prešov,Saturday,6,86.34,19,9421.13,88748,False,2018-06-09
231.41,22,Customer_22,Home Office,Technology,Office Machines,Office Machines Product 97,Prešov,Wednesday,3,1780.69,19,4392.33,86974,False,2016-01-27
422.03,10,Customer_10,Small Business,Furniture,Office Furnishings,Office Furnishings Product 84,Trnava,Friday,5,742.99,3,1271.16,87754,False,2015-08-14
306.45,16,Customer_16,Small Business,Furniture,Office Furnishings,Office Furnishings Product 3,Banská Bystrica,Saturday,6,14.96,10,3058.14,91820,False,2019-11-30
179.25,37,Customer_37,Home Office,Furniture,Chairs & Chairmats,Chairs & Chairmats Product 89,Banská Bystrica,Tuesday,2,1367.6,18,3235.24,85383,False,2016-06-14
119.52,20,Customer_20,Small Business,Office Supplies,Pens & Art Supplies,Pens & Art Supplies Product 73,Banská Bystrica,Monday,1,1706.5,12,1433.06,83795,False,2019-10-28
313.11,35,Customer_35,Small Business,Furniture,Office Furnishings,Office Furnishings Product 16,Bratislava,Sunday,7,201.37,3,946.92,97378,False,2015-12-27
497.21,50,Customer_50,Small Business,Office Supplies,Envelopes,Envelopes Product 69,Banská Bystrica,Wednesday,3,1478.49,11,5461.39,82801,False,2017-04-19
354.52,31,Customer_31,Home Office,Furniture,Office Furnishings,Office Furnishings Product 47,Košice,Monday,1,1517.19,13,4608.14,89636,False,2015-11-09
342.02,50,Customer_50,Home Office,Office Supplies,Rubber Bands,Rubber Bands Product 29,Bratislava,Tuesday,2,121.44,15,5126.42,96288,False,2017-02-28
284.21,42,Customer_42,Small Business,Office Supplies,Rubber Bands,Rubber Bands Product 93,Prešov,Saturday,6,-26.99,7,1986.44,87096,False,2015-12-12
17.84,5,Customer_5,Corporate,Furniture,Chairs & Chairmats,Chairs & Chairmats Product 82,Nitra,Tuesday,2,-39.94,6,101.47,82252,False,2018-07-31
455.64,23,Customer_23,Home Office,Office Supplies,Rubber Bands,Rubber Bands Product 23,Nitra,Tuesday,2,439.86,2,914.09,80541,False,2018-07-03
5.29,7,Customer_7,Home Office,Office Supplies,Rubber Bands,Rubber Bands Product 10,Bratislava,Tuesday,2,1735.97,14,76.13,95552,False,2019-06-04
19.81,13,Customer_13,Home Office,Furniture,Office Furnishings,Office Furnishings Product 36,Trnava,Tuesday,2,1559.51,20,387.88,91156,False,2017-04-04
10.55,24,Customer_24,Corporate,Technology,Telephones and Communication,Telephones and Communication Product 59,Trnava,Wednesday,3,362.8,14,149.37,98991,False,2019-08-28
384.36,22,Customer_22,Corporate,Office Supplies,Rubber Bands,Rubber Bands Product 46,Trnava,Wednesday,3,463.2,17,6539.91,83581,False,2019-09-25
180.75,5,Customer_5,Home Office,Furniture,Office Furnishings,Office Furnishings Product 95,Nitra,Monday,1,281.61,15,2711.94,89097,False,2019-11-04
352.73,28,Customer_28,Corporate,Technology,Office Machines,Office Machines Product 15,Košice,Thursday,4,-164.46,11,3879.23,95494,True,2018-08-23
46.06,38,Customer_38,Small Business,Office Supplies,Pens & Art Supplies,Pens & Art Supplies Product 7,Košice,Monday,1,1189.0,25,1141.73,84897,False,2019-07-22
194.21,36,Customer_36,Corporate,Office Supplies,Rubber Bands,Rubber Bands Product 93,Banská Bystrica,Friday,5,1242.2,10,1943.26,89468,False,2015-07-10
238.32,47,Customer_47,Home Office,Office Supplies,Pens & Art Supplies,Pens & Art Supplies Product 4,Trenčín,Friday,5,287.19,22,5238.21,94365,False,2016-02-05
413.2,18,Customer_18,Small Business,Furniture,Office Furnishings,Office Furnishings Product 51,Nitra,Monday,1,1735.99,24,9909.61,86605,False,2019-02-11
216.18,4,Customer_4,Home Office,Furniture,Chairs & Chairmats,Chairs & Chairmats Product 55,Žilina,Friday,5,1668.57,2,425.92,95027,False,2016-05-27
70.31,13,Customer_13,Small Business,Office Supplies,Pens & Art Supplies,Pens & Art Supplies Product 70,Bratislava,Sunday,7,38.69,18,1259.65,82010,False,2016-08-28
105.58,6,Customer_6,Corporate,Office Supplies,Envelopes,Envelopes Product 53,Poprad,Thursday,4,1515.12,13,1379.91,90488,False,2017-03-02
166.19,10,Customer_10,Small Business,Technology,Telephones and Communication,Telephones and Communication Product 64,Poprad,Friday,5,852.03,1,172.5,90947,False,2019-06-07
114.94,15,Customer_15,Home Office,Technology,Office Machines,Office Machines Product 92,Martin,Wednesday,3,913.75,12,1374.41,84580,False,2015-09-16
492.49,36,Customer_36,Corporate,Office Supplies,Rubber Bands,Rubber Bands Product 64,Žilina,Saturday,6,1362.28,10,4930.18,90544,True,2016-02-20
286.09,49,Customer_49,Corporate,Office Supplies,Rubber Bands,Rubber Bands Product 31,Žilina,Saturday,6,1822.11,18,5149.54,80590,False,2017-10-14
270.44,5,Customer_5,Small Business,Office Supplies,Rubber Bands,Rubber Bands Product 63,Prešov,Thursday,4,1776.29,23,6225.01,96391,False,2016-03-03
253.9,14,Customer_14,Home Office,Furniture,Chairs & Chairmats,Chairs & Chairmats Product 71,Košice,Monday,1,935.81,20,5080.13,98877,False,2016-08-29
27.59,8,Customer_8,Corporate,Furniture,Chairs & Chairmats,Chairs & Chairmats Product 28,Trenčín,Thursday,4,548.02,15,417.6,80072,False,2017-09-07
436.51,8,Customer_8,Corporate,Furniture,Chairs & Chairmats,Chairs & Chairmats Product 41,Trenčín,Sunday,7,1423.31,24,10481.96,94431,False,2016-07-17
320.28,33,Customer_33,Corporate,Office Supplies,Envelopes,Envelopes Product 96,Prešov,Friday,5,1549.37,4,1289.45,95838,False,2019-12-13
415.77,40,Customer_40,Small Business,Office Supplies,Pens & Art Supplies,Pens & Art Supplies Product 25,Bratislava,Saturday,6,1112.25,14,5818.54,86361,False,2018-02-24
21.73,42,Customer_42,Corporate,Office Supplies,Rubber Bands,Rubber Bands Product 54,Poprad,Friday,5,273.31,17,364.55,85499,False,2017-06-09
298.89,45,Customer_45,Small Business,Office Supplies,Envelopes,Envelopes Product 18,Banská Bystrica,Monday,1,333.33,3,894.98,88122,False,2019-05-20
462.08,33,Customer_33,Home Office,Technology,Telephones and Communication,Telephones and Communication Product 18,Nitra,Saturday,6,326.24,23,10622.67,93693,False,2015-01-24
202.01,41,Customer_41,Home Office,Office Supplies,Pens & Art Supplies,Pens & Art Supplies Product 83,Košice,Monday,1,1386.93,24,4856.34,97669,False,2016-09-19
437.65,36,Customer_36,Home Office,Technology,Telephones and Communication,Telephones and Communication Product 90,Martin,Thursday,4,688.8,13,5697.88,91442,False,2019-03-28
200.27,38,Customer_38,Small Business,Office Supplies,Envelopes,Envelopes Product 68,Trnava,Friday,5,1680.49,24,4801.26,90154,False,2018-05-18
38.31,6,Customer_6,Small Business,Furniture,Chairs & Chairmats,Chairs & Chairmats Product 67,Žilina,Wednesday,3,1771.54,1,43.16,89081,False,2018-08-29
243.71,49,Customer_49,Corporate,Office Supplies,Pens & Art Supplies,Pens & Art Supplies Product 93,Banská Bystrica,Tuesday,2,-94.95,25,6088.55,89104,False,2016-04-05
328.69,18,Customer_18,Small Business,Furniture,Office Furnishings,Office Furnishings Product 63,Poprad,Tuesday,2,1514.68,15,4920.45,88964,False,2017-04-11
452.01,36,Customer_36,Home Office,Technology,Office Machines,Office Machines Product 61,Trnava,Monday,1,1101.68,12,5415.75,97413,True,2018-12-10
224.5,19,Customer_19,Home Office,Technology,Office Machines,Office Machines Product 26,Trnava,Tuesday,2,499.48,24,5397.69,83042,False,2017-08-29
240.3,16,Customer_16,Home Office,Furniture,Chairs & Chairmats,Chairs & Chairmats Product 98,Martin,Saturday,6,337.7,25,6014.05,80231,False,2018-03-31
195.84,23,Customer_23,Small Business,Office Supplies,Envelopes,Envelopes Product 54,Nitra,Saturday,6,1308.86,16,3124.35,90627,False,2017-11-04
214.42,44,Customer_44,Home Office,Technology,Office Machines,Office Machines Product 100,Trenčín,Saturday,6,484.87,8,1715.51,92689,False,2019-07-27
460.75,8,Customer_8,Small Business,Technology,Office Machines,Office Machines Product 19,Banská Bystrica,Friday,5,1455.79,9,4156.16,86970,False,2017-11-03
117.3,42,Customer_42,Home Office,Office Supplies,Rubber Bands,Rubber Bands Product 29,Prešov,Tuesday,2,1640.86,17,1990.83,83796,False,2019-12-31
349.31,28,Customer_28,Small Business,Technology,Telephones and Communication,Telephones and Communication Product 40,Košice,Wednesday,3,823.0,2,693.91,89712,False,2018-05-16
320.73,24,Customer_24,Corporate,Furniture,Chairs & Chairmats,Chairs & Chairmats Product 5,Košice,Thursday,4,558.86,10,3211.01,98239,False,2016-06-02
63.45,36,Customer_36,Home Office,Furniture,Chairs & Chairmats,Chairs & Chairmats Product 47,Martin,Thursday,4,581.68,8,497.88,82631,True,2019-05-23
200.84,30,Customer_30,Home Office,Technology,Office Machines,Office Machines Product 73,Nitra,Friday,5,708.05,9,1806.93,92845,False,2018-12-28
62.44,6,Customer_6,Home Office,Office Supplies,Rubber Bands,Rubber Bands Product 31,Martin,Tuesday,2,1827.5,8,503.27,85840,False,2019-06-18
282.3,3,Customer_3,Home Office,Office Supplies,Pens & Art Supplies,Pens & Art Supplies Product 53,Prešov,Tuesday,2,1933.97,4,1137.82,82960,False,2015-04-07
5.62,50,Customer_50,Home Office,Furniture,Office Furnishings,Office Furnishings Product 54,Prešov,Monday,1,-113.15,5,32.13,96517,False,2016-06-20
310.2,5,Customer_5,Corporate,Technology,Office Machines,Office Machines Product 50,Poprad,Sunday,7,-129.95,15,4658.71,87119,False,2019-10-20
481.77,39,Customer_39,Small Business,Office Supplies,Rubber Bands,Rubber Bands Product 73,Banská Bystrica,Sunday,7,1060.86,14,6748.83,85422,False,2015-05-31
7.5,49,Customer_49,Corporate,Technology,Office Machines,Office Machines Product 12,Banská Bystrica,Sunday,7,1489.38,22,166.86,81211,False,2016-06-12
278.73,28,Customer_28,Corporate,Technology,Office Machines,Office Machines Product 35,Košice,Sunday,7,1214.19,1,269.91,94297,False,2018-11-25
24.37,15,Customer_15,Home Office,Furniture,Chairs & Chairmats,Chairs & Chairmats Product 91,Žilina,Thursday,4,1675.83,9,227.54,80123,False,2017-01-26
55.03,21,Customer_21,Home Office,Office Supplies,Envelopes,Envelopes Product 84,Nitra,Saturday,6,139.43,10,544.71,83013,False,2016-10-15
180.68,5,Customer_5,Corporate,Technology,Telephones and Communication,Telephones and Communication Product 52,Poprad,Tuesday,2,491.4,18,3249.53,99337,False,2018-01-02
461.64,31,Customer_31,Corporate,Furniture,Chairs & Chairmats,Chairs & Chairmats Product 85,Martin,Thursday,4,885.24,5,2301.0,90082,False,2016-06-16
258.99,15,Customer_15,Small Business,Furniture,Chairs & Chairmats,Chairs & Chairmats Product 69,Trnava,Sunday,7,1191.8,9,2336.85,89212,False,2015-09-27
119.3,38,Customer_38,Home Office,Technology,Telephones and Communication,Telephones and Communication Product 5,Bratislava,Friday,5,1823.85,19,2268.5,96130,False,2018-08-31
298.79,31,Customer_31,Corporate,Technology,Office Machines,Office Machines Product 97,Poprad,Sunday,7,1654.22,15,4481.31,90417,False,2017-04-23
126.32,15,Customer_15,Home Office,Furniture,Chairs & Chairmats,Chairs & Chairmats Product 24,Nitra,Sunday,7,1246.71,25,3154.89,99642,False,2019-12-29
332.65,27,Customer_27,Corporate,Technology,Telephones and Communication,Telephones and Communication Product 35,Martin,Tuesday,2,1373.76,25,8314.28,81021,False,2016-09-06
431.78,20,Customer_20,Small Business,Furniture,Office Furnishings,Office Furnishings Product 18,Martin,Thursday,4,907.14,2,867.42,89511,True,2015-12-17
123.09,32,Customer_32,Corporate,Furniture,Office Furnishings,Office Furnishings Product 93,Trenčín,Tuesday,2,306.62,4,499.3,99378,False,2015-10-06
28.96,7,Customer_7,Home Office,Office Supplies,Envelopes,Envelopes Product 91,Bratislava,Saturday,6,1.03,10,283.7,84661,False,2018-04-28
268.28,28,Customer_28,Corporate,Technology,Telephones and Communication,Telephones and Communication Product 42,Bratislava,Saturday,6,561.07,13,3479.36,80921,False,2015-01-10
6.93,26,Customer_26,Corporate,Technology,Telephones and Communication,Telephones and Communication Product 64,Košice,Monday,1,1389.4,7,38.88,84637,False,2016-07-18
265.53,42,Customer_42,Home Office,Furniture,Chairs & Chairmats,Chairs & Chairmats Product 87,Košice,Friday,5,1796.38,18,4776.31,87544,False,2017-12-08
222.65,25,Customer_25,Small Business,Office Supplies,Rubber Bands,Rubber Bands Product 55,Prešov,Friday,5,401.14,25,5569.35,80401,False,2019-01-11
205.29,17,Customer_17,Small Business,Furniture,Office Furnishings,Office Furnishings Product 25,Košice,Monday,1,1898.71,3,606.01,91511,False,2017-03-20
345.62,23,Customer_23,Home Office,Office Supplies,Pens & Art Supplies,Pens & Art Supplies Product 92,Košice,Wednesday,3,1641.6,17,5877.12,95966,False,2017-07-05
223.46,7,Customer_7,Small Business,Furniture,Chairs & Chairmats,Chairs & Chairmats Product 40,Poprad,Monday,1,833.44,4,892.66,95196,False,2016-01-04
299.3,30,Customer_30,Home Office,Furniture,Office Furnishings,Office Furnishings Product 90,Trenčín,Thursday,4,-107.87,1,296.97,80163,False,2016-03-31
141.41,31,Customer_31,Small Business,Technology,Office Machines,Office Machines Product 24,Žilina,Friday,5,-45.86,13,1831.49,95961,False,2016-01-01
71.84,39,Customer_39,Home Office,Office Supplies,Envelopes,Envelopes Product 51,Poprad,Sunday,7,567.51,3,206.06,97512,False,2017-08-13
80.42,20,Customer_20,Small Business,Technology,Office Machines,Office Machines Product 85,Poprad,Friday,5,255.79,2,162.7,93718,False,2015-05-29
401.03,5,Customer_5,Corporate,Office Supplies,Envelopes,Envelopes Product 49,Trenčín,Friday,5,1849.34,11,4408.26,82984,False,2018-10-19
172.45,10,Customer_10,Small Business,Furniture,Chairs & Chairmats,Chairs & Chairmats Product 72,Banská Bystrica,Tuesday,2,1008.37,14,2405.28,97412,False,2017-09-12
260.5,19,Customer_19,Home Office,Furniture,Office Furnishings,Office Furnishings Product 70,Bratislava,Tuesday,2,430.55,3,774.72,82220,False,2018-06-19
421.58,38,Customer_38,Home Office,Technology,Telephones and Communication,Telephones and Communication Product 78,Poprad,Wednesday,3,574.43,5,2100.7,98845,False,2019-02-13
156.92,46,Customer_46,Home Office,Technology,Office Machines,Office Machines Product 20,Martin,Tuesday,2,847.1,2,318.35,99657,False,2016-05-10
423.65,6,Customer_6,Small Business,Technology,Telephones and Communication,Telephones and Communication Product 84,Trenčín,Thursday,4,786.64,23,9751.26,87086,False,2018-02-15
125.53,36,Customer_36,Corporate,Technology,Office Machines,Office Machines Product 97,Žilina,Friday,5,-146.22,21,2644.7,80939,False,2016-07-29
406.61,38,Customer_38,Small Business,Furniture,Office Furnishings,Office Furnishings Product 11,Bratislava,Saturday,6,1868.62,14,5686.57,81995,False,2018-05-19
405.33,44,Customer_44,Corporate,Furniture,Chairs & Chairmats,Chairs & Chairmats Product 39,Martin,Monday,1,1055.51,24,9736.22,87804,False,2017-04-03
61.97,34,Customer_34,Corporate,Office Supplies,Envelopes,Envelopes Product 67,Martin,Monday,1,1593.12,4,254.21,89007,False,2015-09-07
359.88,42,Customer_42,Small Business,Technology,Office Machines,Office Machines Product 65,Košice,Friday,5,561.84,25,8994.46,82801,True,2015-02-06
290.78,1,Customer_1,Corporate,Office Supplies,Rubber Bands,Rubber Bands Product 8,Prešov,Monday,1,593.6,1,293.26,94125,False,2016-05-16
48.65,9,Customer_9,Small Business,Technology,Telephones and Communication,Telephones and Communication Product 50,Žilina,Monday,1,-61.33,5,235.73,82359,True,2016-11-07
146.47,21,Customer_21,Small Business,Technology,Office Machines,Office Machines Product 1,Trenčín,Thursday,4,581.9,3,441.0,91534,False,2019-07-18
436.01,31,Customer_31,Small Business,Technology,Telephones and Communication,Telephones and Communication Product 70,Trnava,Tuesday,2,655.16,22,9589.29,92912,False,2016-04-05
4.37,17,Customer_17,Home Office,Furniture,Office Furnishings,Office Furnishings Product 99,Banská Bystrica,Wednesday,3,-12.66,1,12.08,83450,False,2018-08-08
252.77,11,Customer_11,Corporate,Furniture,Chairs & Chairmats,Chairs & Chairmats Product 6,Žilina,Thursday,4,1042.76,5,1258.16,91737,False,2015-06-04
174.83,20,Customer_20,Small Business,Furniture,Office Furnishings,Office Furnishings Product 74,Poprad,Tuesday,2,1634.37,5,877.36,85686,False,2018-11-20
284.56,19,Customer_19,Corporate,Furniture,Office Furnishings,Office Furnishings Product 23,Prešov,Friday,5,1676.96,6,1706.76,88987,False,2016-06-10
229.58,14,Customer_14,Corporate,Technology,Telephones and Communication,Telephones and Communication Product 58,Bratislava,Friday,5,1330.93,21,4811.56,96483,False,2016-11-25
37.95,36,Customer_36,Home Office,Technology,Telephones and Communication,Telephones and Communication Product 74,Nitra,Saturday,6,1941.03,16,610.4,92599,False,2015-02-14
194.94,22,Customer_22,Corporate,Technology,Telephones and Communication,Telephones and Communication Product 44,Martin,Monday,1,934.31,4,785.2,83697,False,2019-01-14
214.16,22,Customer_22,Home Office,Furniture,Chairs & Chairmats,Chairs & Chairmats Product 23,Košice,Wednesday,3,390.36,21,4505.67,86507,False,2015-01-14
241.18,27,Customer_27,Small Business,Office Supplies,Envelopes,Envelopes Product 75,Banská Bystrica,Friday,5,-2.1,23,5556.22,99676,False,2016-10-07
410.99,5,Customer_5,Small Business,Technology,Telephones and Communication,Telephones and Communication Product 22,Martin,Saturday,6,484.95,8,3288.58,81879,False,2019-01-12
66.66,5,Customer_5,Home Office,Office Supplies,Envelopes,Envelopes Product 95,Trnava,Friday,5,1976.12,15,1002.05,83986,False,2017-04-21
470.79,1,Customer_1,Corporate,Technology,Office Machines,Office Machines Product 16,Nitra,Wednesday,3,-66.17,5,2358.36,82462,False,2018-05-16
93.42,2,Customer_2,Home Office,Office Supplies,Pens & Art Supplies,Pens & Art Supplies Product 29,Trnava,Saturday,6,1478.08,6,554.55,97157,False,2016-01-16
266.45,43,Customer_43,Small Business,Technology,Telephones and Communication,Telephones and Communication Product 13,Bratislava,Monday,1,1337.92,2,531.44,95504,False,2018-06-04
149.09,17,Customer_17,Corporate,Office Supplies,Envelopes,Envelopes Product 89,Trnava,Sunday,7,212.59,18,2681.82,95541,False,2019-05-26
318.22,49,Customer_49,Corporate,Office Supplies,Rubber Bands,Rubber Bands Product 32,Žilina,Saturday,6,1809.81,4,1263.72,83376,False,2018-06-09
249.83,36,Customer_36,Corporate,Technology,Telephones and Communication,Telephones and Communication Product 79,Žilina,Friday,5,1089.99,15,3743.95,84702,False,2018-04-06
234.63,38,Customer_38,Home Office,Office Supplies,Rubber Bands,Rubber Bands Product 63,Trnava,Thursday,4,1064.64,11,2578.29,95874,False,2019-11-14
399.53,6,Customer_6,Corporate,Technology,Office Machines,Office Machines Product 68,Trnava,Monday,1,245.12,4,1588.82,99729,False,2019-05-20
202.79,25,Customer_25,Corporate,Office Supplies,Envelopes,Envelopes Product 42,Košice,Thursday,4,1747.02,18,3645.72,99322,False,2019-09-05
267.57,3,Customer_3,Corporate,Technology,Office Machines,Office Machines Product 61,Nitra,Tuesday,2,975.23,7,1878.38,88955,True,2015-06-16
451.48,31,Customer_31,Home Office,Office Supplies,Pens & Art Supplies,Pens & Art Supplies Product 10,Trenčín,Saturday,6,813.42,24,10843.82,96773,False,2017-04-01
204.0,32,Customer_32,Home Office,Furniture,Chairs & Chairmats,Chairs & Chairmats Product 1,Poprad,Friday,5,1675.52,3,618.18,91240,False,2016-09-09
72.06,47,Customer_47,Home Office,Technology,Telephones and Communication,Telephones and Communication Product 14,Prešov,Monday,1,1031.12,2,135.1,84144,False,2017-07-10
480.43,32,Customer_32,Small Business,Technology,Telephones and Communication,Telephones and Communication Product 31,Martin,Sunday,7,1820.54,12,5772.63,93004,False,2017-02-12
425.33,31,Customer_31,Home Office,Technology,Office Machines,Office Machines Product 50,Nitra,Friday,5,1571.99,25,10625.5,92390,False,2017-02-17
17.24,47,Customer_47,Home Office,Furniture,Office Furnishings,Office Furnishings Product 30,Košice,Sunday,7,1461.62,2,24.7,84883,False,2016-05-15
444.14,29,Customer_29,Home Office,Office Supplies,Rubber Bands,Rubber Bands Product 57,Trenčín,Thursday,4,544.24,4,1768.55,81251,False,2019-05-30
107.62,6,Customer_6,Home Office,Furniture,Chairs & Chairmats,Chairs & Chairmats Product 28,Martin,Monday,1,537.35,19,2036.6,87937,False,2015-05-18
134.57,21,Customer_21,Home Office,Office Supplies,Rubber Bands,Rubber Bands Product 98,Martin,Saturday,6,332.13,4,535.01,88610,False,2016-01-09
139.37,36,Customer_36,Small Business,Technology,Office Machines,Office Machines Product 73,Bratislava,Tuesday,2,1785.12,5,706.51,83583,False,2016-05-24
27.52,6,Customer_6,Corporate,Furniture,Chairs & Chairmats,Chairs & Chairmats Product 46,Martin,Tuesday,2,1407.92,3,78.79,80898,False,2016-06-07
420.12,18,Customer_18,Home Office,Office Supplies,Envelopes,Envelopes Product 81,Poprad,Thursday,4,1409.0,4,1671.39,98551,False,2018-10-11
130.62,21,Customer_21,Home Office,Technology,Telephones and Communication,Telephones and Communication Product 73,Martin,Sunday,7,308.75,18,2359.43,96443,False,2016-10-09
208.14,50,Customer_50,Corporate,Technology,Office Machines,Office Machines Product 93,Košice,Thursday,4,1347.92,23,4793.92,84201,False,2018-01-04
139.87,38,Customer_38,Home Office,Technology,Office Machines,Office Machines Product 26,Prešov,Thursday,4,128.28,11,1537.94,95749,False,2018-08-16
22.07,2,Customer_2,Small Business,Office Supplies,Envelopes,Envelopes Product 48,Martin,Monday,1,1297.8,15,333.31,87581,False,2016-09-05
40.47,23,Customer_23,Home Office,Furniture,Chairs & Chairmats,Chairs & Chairmats Product 66,Košice,Saturday,6,1170.58,12,483.9,88354,False,2018-12-22
318.93,6,Customer_6,Home Office,Technology,Telephones and Communication,Telephones and Communication Product 49,Žilina,Saturday,6,1161.38,6,1921.63,85920,False,2017-06-03
326.31,11,Customer_11,Home Office,Technology,Telephones and Communication,Telephones and Communication Product 51,Žilina,Wednesday,3,297.99,1,331.97,87936,False,2017-03-22
385.5,28,Customer_28,Small Business,Office Supplies,Envelopes,Envelopes Product 73,Prešov,Friday,5,279.05,8,3090.29,87182,False,2015-08-21
159.86,14,Customer_14,Small Business,Office Supplies,Pens & Art Supplies,Pens & Art Supplies Product 57,Prešov,Wednesday,3,1294.44,20,3206.23,81156,False,2015-07-15
250.16,13,Customer_13,Small Business,Technology,Telephones and Communication,Telephones and Communication Product 40,Prešov,Sunday,7,376.38,19,4750.4,98348,True,2017-11-26
95.27,15,Customer_15,Corporate,Furniture,Chairs & Chairmats,Chairs & Chairmats Product 5,Nitra,Friday,5,233.3,20,1898.64,83416,False,2016-11-11
308.1,33,Customer_33,Small Business,Furniture,Chairs & Chairmats,Chairs & Chairmats Product 71,Trenčín,Wednesday,3,1493.53,1,304.8,90762,False,2017-11-15
174.02,15,Customer_15,Corporate,Technology,Telephones and Communication,Telephones and Communication Product 24,Banská Bystrica,Saturday,6,1530.43,20,3473.46,87888,False,2017-09-23
347.19,25,Customer_25,Small Business,Furniture,Office Furnishings,Office Furnishings Product 6,Banská Bystrica,Saturday,6,143.59,6,2079.54,92364,False,2019-07-27
436.38,5,Customer_5,Home Office,Technology,Office Machines,Office Machines Product 5,Košice,Tuesday,2,658.13,20,8725.98,97790,False,2019-08-27
2.89,31,Customer_31,Corporate,Furniture,Office Furnishings,Office Furnishings Product 21,Nitra,Thursday,4,1044.08,12,44.51,96281,False,2019-11-21
394.77,26,Customer_26,Small Business,Furniture,Chairs & Chairmats,Chairs & Chairmats Product 22,Poprad,Monday,1,715.17,21,8296.99,88363,False,2015-09-21
329.61,29,Customer_29,Home Office,Furniture,Chairs & Chairmats,Chairs & Chairmats Product 7,Banská Bystrica,Saturday,6,1695.54,21,6914.1,83659,False,2016-11-19
212.35,43,Customer_43,Home Office,Office Supplies,Pens & Art Supplies,Pens & Art Supplies Product 38,Trnava,Saturday,6,819.35,20,4250.19,82049,False,2017-01-21
121.08,8,Customer_8,Corporate,Furniture,Chairs & Chairmats,Chairs & Chairmats Product 73,Nitra,Tuesday,2,49.68,6,727.81,80968,False,2015-06-02
242.35,13,Customer_13,Corporate,Office Supplies,Pens & Art Supplies,Pens & Art Supplies Product 31,Trenčín,Tuesday,2,1977.1,9,2188.85,92300,False,2018-09-25
178.95,4,Customer_4,Home Office,Furniture,Chairs & Chairmats,Chairs & Chairmats Product 85,Poprad,Monday,1,259.64,19,3407.18,84946,False,2019-06-10
469.08,42,Customer_42,Home Office,Office Supplies,Rubber Bands,Rubber Bands Product 23,Trnava,Wednesday,3,159.84,23,10783.91,97425,False,2019-02-06
13.08,9,Customer_9,Corporate,Office Supplies,Envelopes,Envelopes Product 81,Nitra,Saturday,6,250.46,20,256.01,85982,False,2015-01-17
412.86,13,Customer_13,Small Business,Office Supplies,Pens & Art Supplies,Pens & Art Supplies Product 60,Prešov,Wednesday,3,860.82,8,3298.55,89505,False,2019-06-26
344.91,22,Customer_22,Home Office,Furniture,Office Furnishings,Office Furnishings Product 16,Poprad,Saturday,6,405.78,15,5177.47,99300,False,2017-10-14
413.79,15,Customer_15,Small Business,Office Supplies,Pens & Art Supplies,Pens & Art Supplies Product 85,Trenčín,Thursday,4,1444.76,11,4542.04,88556,False,2015-01-08
294.87,11,Customer_11,Home Office,Office Supplies,Pens & Art Supplies,Pens & Art Supplies Product 97,Trnava,Wednesday,3,263.2,25,7373.65,83044,False,2017-06-28
205.55,23,Customer_23,Corporate,Furniture,Office Furnishings,Office Furnishings Product 7,Martin,Thursday,4,1962.5,15,3081.14,91446,False,2017-03-23
127.42,10,Customer_10,Small Business,Furniture,Office Furnishings,Office Furnishings Product 77,Banská Bystrica,Tuesday,2,549.55,8,1024.72,82692,False,2016-01-05
366.67,20,Customer_20,Home Office,Technology,Telephones and Communication,Telephones and Communication Product 82,Martin,Saturday,6,834.28,20,7332.33,98407,True,2016-12-17
203.33,49,Customer_49,Corporate,Furniture,Chairs & Chairmats,Chairs & Chairmats Product 45,Bratislava,Monday,1,116.68,2,410.13,98961,False,2016-12-19
399.61,42,Customer_42,Home Office,Furniture,Office Furnishings,Office Furnishings Product 87,Poprad,Saturday,6,-32.03,24,9596.9,96468,True,2017-01-14
219.18,10,Customer_10,Small Business,Office Supplies,Rubber Bands,Rubber Bands Product 15,Bratislava,Monday,1,283.31,1,217.42,86335,False,2016-07-04
20.85,35,Customer_35,Corporate,Office Supplies,Pens & Art Supplies,Pens & Art Supplies Product 98,Banská Bystrica,Monday,1,1455.25,17,362.47,96422,False,2019-03-25
462.13,3,Customer_3,Small Business,Furniture,Chairs & Chairmats,Chairs & Chairmats Product 48,Banská Bystrica,Saturday,6,-112.64,17,7862.02,82663,False,2016-11-05
305.9,43,Customer_43,Corporate,Technology,Telephones and Communication,Telephones and Communication Product 27,Trnava,Tuesday,2,1260.02,13,3969.69,80401,False,2019-06-25
